,다변량시 쓰일 변수들,,,,LNG발전,575000,계산식 상수,계산식 상수,계산식 상수,,단변량 시계열 예측-ML/시계열 단순,단변량 시계열 예측-ML/시계열 단순,,,,LNG발전 2기 저부하에 대한 효율 학습 필요,,,,83.6,2기가동시,,,
,,,,,,287500,한달 고정변수1,한달 고정변수2,한달 고정변수3,,,,,,,,,,,41.8,1기가동시,,,
,,,,,,,,,9.107,1.712,,,,,y,,"가동가능여부(+면 가동가능, -면 가동불가능)",,,경제성(억원),,,,한달 고정변수
구분,smp(원/kWh),LNG발전량(kW),역송량(kW),수전량(kW),순부하(kW),,수전단가(원/kWh),LNG가격($/MMBtu),LNG열량(Mcal/N㎥),LNG발전 효율(Mcal/kWh),"LNG발전 1기
대체단가(원/kWh)","LNG발전 2기
대체단가(원/kWh)","LNG발전 2기 저부하
대체단가(원/kwh)","LNG발전 1기
BEP($/MMBtu)","LNG발전 2기
BEP($/MMBtu)","LNG발전 2기 저부하
BEP($/MMBtu)",LNG발전 1기,LNG발전 2기,LNG발전 2기 저부하,LNG발전 1기,LNG발전 2기,LNG발전 2기 저부하,,환율(원/$)
2025-01-01 0:00,81.99, - , - ,"380,910","380,910",,149.9,14.8,9.1, - ,150,104,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,477"
2025-01-01 1:00,78.61, - , - ,"366,560","366,560",,149.9,14.8,9.2, - ,150,98,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,473"
2025-01-01 2:00,78.61, - , - ,"363,600","363,600",,149.9,14.8,9.2, - ,150,97,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,475"
2025-01-01 3:00,78.61, - , - ,"363,970","363,970",,149.9,14.8,9.1, - ,150,98,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,475"
2025-01-01 4:00,78.61, - , - ,"351,210","351,210",,149.9,14.8,9.2, - ,150,94,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,478"
2025-01-01 5:00,78.61, - , - ,"384,990","384,990",,149.9,14.8,9.1, - ,150,103,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,477"
2025-01-01 6:00,79.74, - , - ,"368,840","368,840",,149.9,14.8,9.1, - ,150,100,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,479"
2025-01-01 7:00,79.74, - , - ,"409,100","409,100",,149.9,14.8,9.2, - ,150,109,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-01 8:00,77.32, - , - ,"464,420","464,420",,149.9,14.8,9, - ,150,122,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,476"
2025-01-01 9:00,76, - , - ,"482,820","482,820",,149.9,14.8,9.2, - ,150,126,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,473"
2025-01-01 10:00,71.2, - , - ,"477,980","477,980",,149.9,14.8,9.2, - ,150,123,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-01 11:00,71.2, - , - ,"442,200","442,200",,149.9,14.8,9.1, - ,150,114,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,476"
2025-01-01 12:00,0, - , - ,"437,660","437,660",,149.9,14.8,9.3, - ,150,78,150,#DIV/0!,#DIV/0!,13,#DIV/0!,#DIV/0!,-1.8,#DIV/0!,#DIV/0!,-0.1,,"1,473"
2025-01-01 13:00,6.85, - , - ,"467,800","467,800",,149.9,14.8,9.1, - ,150,97,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-01 14:00,71.2, - , - ,"478,390","478,390",,149.9,14.8,9, - ,150,123,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,477"
2025-01-01 15:00,71.33, - , - ,"454,230","454,230",,149.9,14.8,9, - ,150,117,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,476"
2025-01-01 16:00,84.92, - , - ,"423,780","423,780",,149.9,14.8,9, - ,150,116,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-01 17:00,96.78, - , - ,"413,180","413,180",,149.9,14.8,9.1, - ,150,120,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,477"
2025-01-01 18:00,96.78, - , - ,"389,510","389,510",,149.9,14.8,9, - ,150,116,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,478"
2025-01-01 19:00,97, - , - ,"410,570","410,570",,149.9,14.8,9, - ,150,120,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,473"
2025-01-01 20:00,97.02, - , - ,"434,630","434,630",,149.9,14.8,9.2, - ,150,124,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,478"
2025-01-01 21:00,97.63, - , - ,"519,030","519,030",,149.9,14.8,9.1, - ,150,140,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,477"
2025-01-01 22:00,97.63, - , - ,"490,390","490,390",,149.9,14.8,9.1, - ,150,135,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,475"
2025-01-01 23:00,97.08, - , - ,"486,640","486,640",,149.9,14.8,9.2, - ,150,134,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-02 0:00,84.81, - , - ,"492,240","492,240",,149.9,14.8,9.1, - ,150,131,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-02 1:00,80.83, - , - ,"495,280","495,280",,149.9,14.8,9, - ,150,131,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,470"
2025-01-02 2:00,80.83, - , - ,"501,650","501,650",,149.9,14.8,9.1, - ,150,132,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-02 3:00,80.83, - , - ,"494,140","494,140",,149.9,14.8,9.1, - ,150,131,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-02 4:00,80.83, - , - ,"515,660","515,660",,149.9,14.8,9.2, - ,150,136,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,474"
2025-01-02 5:00,80.83, - , - ,"540,120","540,120",,149.9,14.8,9, - ,150,142,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,472"
2025-01-02 6:00,87.52,400, - ,"435,790","436,190",,149.9,14.8,9.1,50.955,150,120,150,0,-0.44,12.8,#DIV/0!,-15.2,-2,-0.5,-1,-0.1,,"1,473"
2025-01-02 7:00,97.7,"96,800","4,890","158,460","250,370",,149.9,14.8,9.2,3.302,143,98,150,6,3.82,13,#DIV/0!,-11,-1.8,-0.3,-0.7,-0.1,,"1,473"
2025-01-02 8:00,128.32,"308,800","133,600",380,"175,580",,191.5,14.8,9,1.843,167,128,192,13,9.79,16.3,#DIV/0!,-5,1.5,-0.1,-0.3,0.1,,"1,472"
2025-01-02 9:00,151.16,"586,000","181,330", - ,"404,670",,232.3,14.8,9.1,1.58,232,184,232,22,17.11,20.2,#DIV/0!,2.3,5.4,0.2,0.1,0.3,,"1,474"
2025-01-02 10:00,157.97,"592,600","197,140", - ,"395,460",,232.3,14.8,9.3,1.575,232,186,232,22,17.74,20.7,#DIV/0!,2.9,5.9,0.2,0.2,0.4,,"1,471"
2025-01-02 11:00,134.12,"590,800","185,100", - ,"405,700",,232.3,14.8,9,1.572,232,174,232,22,16.15,20.1,#DIV/0!,1.4,5.3,0.2,0.1,0.3,,"1,472"
2025-01-02 12:00,133.99,"586,200","181,000", - ,"405,200",,191.5,14.8,9.2,1.574,192,158,192,18,14.79,16.7,#DIV/0!,0,1.9,0.1,0,0.1,,"1,473"
2025-01-02 13:00,133.91,"591,674","127,940", - ,"463,734",,191.5,14.8,9.2,1.574,192,169,192,18,15.89,16.7,#DIV/0!,1.1,1.9,0.1,0.1,0.1,,"1,472"
2025-01-02 14:00,133.78,"578,400","117,450", - ,"460,950",,191.5,14.8,9,1.575,192,169,192,18,15.5,16.3,#DIV/0!,0.7,1.5,0.1,0,0.1,,"1,474"
2025-01-02 15:00,138.86,"573,400","82,100", - ,"491,300",,191.5,14.8,9.2,1.574,192,176,192,18,16.6,16.7,#DIV/0!,1.8,1.9,0.1,0.1,0.1,,"1,472"
2025-01-02 16:00,133.91,"572,400","151,650", - ,"420,750",,232.3,14.8,9.2,1.574,232,180,232,22,16.92,20.4,#DIV/0!,2.1,5.6,0.2,0.1,0.4,,"1,473"
2025-01-02 17:00,133.99,"573,600","143,760", - ,"429,840",,232.3,14.8,9.1,1.574,232,183,232,22,17.06,20.2,#DIV/0!,2.3,5.4,0.2,0.1,0.3,,"1,469"
2025-01-02 18:00,128.32,"577,000","146,020", - ,"430,980",,232.3,14.8,9.2,1.573,232,180,232,22,16.97,20.4,#DIV/0!,2.2,5.6,0.2,0.1,0.4,,"1,470"
2025-01-02 19:00,115.58,"578,800","133,640", - ,"445,160",,191.5,14.8,9,1.573,192,157,192,18,14.46,16.4,#DIV/0!,-0.3,1.6,0.1,0,0.1,,"1,470"
2025-01-02 20:00,113.77,"581,600","113,290", - ,"468,310",,191.5,14.8,9.2,1.573,192,163,192,18,15.31,16.7,#DIV/0!,0.5,1.9,0.1,0,0.1,,"1,469"
2025-01-02 21:00,103.23,"582,800","116,670", - ,"466,130",,191.5,14.8,9.2,1.573,192,158,192,18,14.76,16.6,#DIV/0!,0,1.8,0.1,0,0.1,,"1,470"
2025-01-02 22:00,102.26,"585,200","13,550","365,790","937,440",,149.9,14.8,9.1,1.572,150,150,150,14,13.81,12.7,#DIV/0!,-1,-2.1,0,-0.1,-0.1,,"1,469"
2025-01-02 23:00,96.87,"90,800", - ,"458,790","549,590",,149.9,14.8,9,1.551,150,145,150,14,13.46,12.6,#DIV/0!,-1.3,-2.2,0,-0.1,-0.1,,"1,470"
2025-01-03 0:00,84.69, - , - ,"505,840","505,840",,149.9,14.8,9.2, - ,150,134,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-03 1:00,81.32, - , - ,"508,450","508,450",,149.9,14.8,9.1, - ,150,134,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-03 2:00,81.06, - , - ,"510,710","510,710",,149.9,14.8,9.1, - ,150,135,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-03 3:00,81.06, - , - ,"433,160","433,160",,149.9,14.8,9.2, - ,150,116,150,#DIV/0!,#DIV/0!,13,#DIV/0!,#DIV/0!,-1.8,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-03 4:00,81.06, - , - ,"483,250","483,250",,149.9,14.8,9.1, - ,150,128,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-03 5:00,81.06, - , - ,"496,430","496,430",,149.9,14.8,9, - ,150,131,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-03 6:00,87.47,"59,800", - ,"517,160","576,960",,149.9,14.8,9.1,3.811,150,150,150,5,5.28,12.8,#DIV/0!,-9.5,-2,-0.3,-0.6,-0.1,,"1,468"
2025-01-03 7:00,115.29,"314,000", - ,"357,170","671,170",,149.9,14.8,9.1,1.885,150,150,150,11,11.4,12.7,#DIV/0!,-3.4,-2.1,-0.1,-0.2,-0.1,,"1,468"
2025-01-03 8:00,138.49,"594,800","13,570","35,780","617,010",,191.5,14.8,9.2,1.578,192,192,192,18,18.08,16.7,#DIV/0!,3.3,1.9,0.1,0.2,0.1,,"1,465"
2025-01-03 9:00,166.56,"594,800","25,650","12,050","581,200",,232.3,14.8,9,1.576,232,232,232,22,21.69,20.1,#DIV/0!,6.9,5.3,0.2,0.4,0.3,,"1,468"
2025-01-03 10:00,155.47,"593,000","16,950","9,820","585,870",,232.3,14.8,9.2,1.576,232,232,232,22,22.2,20.5,#DIV/0!,7.4,5.7,0.2,0.5,0.4,,"1,465"
2025-01-03 11:00,146,"592,000","34,290","5,280","562,990",,232.3,14.8,9.1,1.574,232,229,232,22,21.7,20.4,#DIV/0!,6.9,5.6,0.2,0.4,0.4,,"1,466"
2025-01-03 12:00,134.16,"590,400","171,190", - ,"419,210",,191.5,14.8,9.2,1.578,192,160,192,18,15.04,16.8,#DIV/0!,0.2,2,0.1,0,0.1,,"1,470"
2025-01-03 13:00,134.04,"588,600","141,850", - ,"446,750",,191.5,14.8,9.1,1.575,192,166,192,18,15.44,16.6,#DIV/0!,0.6,1.8,0.1,0,0.1,,"1,468"
2025-01-03 14:00,133.95,"587,800","144,910", - ,"442,890",,191.5,14.8,9.1,1.575,192,165,192,18,15.36,16.6,#DIV/0!,0.6,1.8,0.1,0,0.1,,"1,467"
2025-01-03 15:00,133.95,"588,200","92,260", - ,"495,940",,191.5,14.8,9.1,1.577,192,176,192,18,16.3,16.5,#DIV/0!,1.5,1.7,0.1,0.1,0.1,,"1,468"
2025-01-03 16:00,132.19,"588,600","96,010", - ,"492,590",,232.3,14.8,9,1.574,232,204,232,22,18.97,20.1,#DIV/0!,4.2,5.3,0.2,0.3,0.3,,"1,469"
2025-01-03 17:00,128.32,"590,800","88,120", - ,"502,680",,232.3,14.8,9.1,1.577,232,206,232,22,19.23,20.1,#DIV/0!,4.4,5.3,0.2,0.3,0.3,,"1,469"
2025-01-03 18:00,128.32,"592,000","73,080", - ,"518,920",,232.3,14.8,9,1.576,232,212,232,22,19.84,20.2,#DIV/0!,5,5.4,0.2,0.3,0.3,,"1,465"
2025-01-03 19:00,128.32,"592,800","43,730",760,"549,830",,191.5,14.8,9.2,1.577,192,186,192,18,17.63,16.8,#DIV/0!,2.8,2,0.1,0.2,0.1,,"1,464"
2025-01-03 20:00,103.38,"592,800","13,940","15,840","594,700",,191.5,14.8,9.2,1.577,192,192,192,18,18.23,16.9,#DIV/0!,3.4,2.1,0.1,0.2,0.1,,"1,466"
2025-01-03 21:00,102.21,"593,800","21,110","12,810","585,500",,191.5,14.8,9,1.563,192,192,192,18,17.92,16.4,#DIV/0!,3.1,1.6,0.1,0.2,0.1,,"1,465"
2025-01-03 22:00,88.96,"88,600",380,"421,570","509,790",,149.9,14.8,9,1.563,150,136,150,14,12.51,12.7,#DIV/0!,-2.3,-2.1,0,-0.1,-0.1,,"1,465"
2025-01-03 23:00,88.96, - , - ,"511,490","511,490",,149.9,14.8,9.2, - ,150,136,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,470"
2025-01-04 0:00,97.77, - , - ,"530,290","530,290",,149.9,14.8,9.2, - ,150,142,150,#DIV/0!,#DIV/0!,13,#DIV/0!,#DIV/0!,-1.8,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-04 1:00,81.76, - , - ,"499,100","499,100",,149.9,14.8,9.1, - ,150,132,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-04 2:00,81.12, - , - ,"552,590","552,590",,149.9,14.8,9.1, - ,150,145,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-04 3:00,81.12, - , - ,"503,200","503,200",,149.9,14.8,9, - ,150,133,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-04 4:00,81.12, - , - ,"494,930","494,930",,149.9,14.8,9.1, - ,150,131,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-04 5:00,81.12, - , - ,"510,400","510,400",,149.9,14.8,9, - ,150,134,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,467"
2025-01-04 6:00,97.37,"59,800", - ,"434,660","494,460",,149.9,14.8,9.2,3.74,150,135,150,5,4.83,12.9,#DIV/0!,-10,-1.9,-0.3,-0.6,-0.1,,"1,465"
2025-01-04 7:00,98.47,"213,400",750,"260,090","472,740",,149.9,14.8,9.1,2.05,150,132,150,11,9.15,12.9,#DIV/0!,-5.7,-1.9,-0.1,-0.4,-0.1,,"1,465"
2025-01-04 8:00,98.78,"290,800","37,650","4,530","257,680",,191.5,14.8,9,1.576,182,99,192,17,8.8,16.5,#DIV/0!,-6,1.7,0.1,-0.4,0.1,,"1,467"
2025-01-04 9:00,119.65,"597,400","98,980", - ,"498,420",,191.5,14.8,9.2,1.576,192,172,192,18,16.22,16.7,#DIV/0!,1.4,1.9,0.1,0.1,0.1,,"1,465"
2025-01-04 10:00,119.65,"594,800","80,970", - ,"513,830",,191.5,14.8,9.1,1.577,192,176,192,18,16.49,16.6,#DIV/0!,1.7,1.8,0.1,0.1,0.1,,"1,467"
2025-01-04 11:00,98.16,"593,200","59,850","1,890","535,240",,191.5,14.8,9.1,1.578,192,179,192,18,16.71,16.6,#DIV/0!,1.9,1.8,0.1,0.1,0.1,,"1,469"
2025-01-04 12:00,0,"590,800","41,800","3,400","552,400",,191.5,14.8,9.1,1.575,192,176,192,18,16.54,16.6,#DIV/0!,1.7,1.8,0.1,0.1,0.1,,"1,466"
2025-01-04 13:00,0,"587,000","78,290",380,"509,090",,191.5,14.8,9.2,1.577,192,148,192,18,13.73,16.7,#DIV/0!,-1.1,1.9,0.1,-0.1,0.1,,"1,465"
2025-01-04 14:00,97.98,"584,600","124,550", - ,"460,050",,191.5,14.8,9.1,1.576,192,154,192,18,14.28,16.6,#DIV/0!,-0.5,1.8,0.1,0,0.1,,"1,470"
2025-01-04 15:00,97.94,"584,800","73,440",380,"511,740",,191.5,14.8,9.2,1.576,192,171,192,18,16.19,16.8,#DIV/0!,1.4,2,0.1,0.1,0.1,,"1,467"
2025-01-04 16:00,97.94,"585,200","126,090", - ,"459,110",,191.5,14.8,9.2,1.577,192,154,192,18,14.44,16.8,#DIV/0!,-0.4,2,0.1,0,0.1,,"1,464"
2025-01-04 17:00,98.78,"585,400","101,620", - ,"483,780",,191.5,14.8,9.1,1.576,192,162,192,18,15.12,16.6,#DIV/0!,0.3,1.8,0.1,0,0.1,,"1,464"
2025-01-04 18:00,98.68,"587,200","87,390", - ,"499,810",,191.5,14.8,9.2,1.576,192,167,192,18,15.78,16.8,#DIV/0!,1,2,0.1,0.1,0.1,,"1,465"
2025-01-04 19:00,98.07,"587,800","133,590", - ,"454,210",,191.5,14.8,9.3,1.576,192,152,192,18,14.38,16.9,#DIV/0!,-0.4,2.1,0.1,0,0.1,,"1,468"
2025-01-04 20:00,98.78,"588,000","106,950", - ,"481,050",,191.5,14.8,9.2,1.575,192,161,192,18,15.09,16.7,#DIV/0!,0.3,1.9,0.1,0,0.1,,"1,469"
2025-01-04 21:00,98.78,"590,200","119,670", - ,"470,530",,191.5,14.8,9,1.555,192,158,192,18,14.71,16.4,#DIV/0!,-0.1,1.6,0.1,0,0.1,,"1,466"
2025-01-04 22:00,97.37,"93,200","13,170","356,020","436,050",,149.9,14.8,9.3,1.583,150,125,150,14,11.61,13.1,#DIV/0!,-3.2,-1.7,0,-0.2,-0.1,,"1,464"
2025-01-04 23:00,97.69, - , - ,"446,680","446,680",,149.9,14.8,9, - ,150,127,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-05 0:00,86.97, - , - ,"471,200","471,200",,149.9,14.8,9.1, - ,150,127,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,470"
2025-01-05 1:00,78.2, - , - ,"459,520","459,520",,149.9,14.8,9.1, - ,150,121,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,467"
2025-01-05 2:00,77.07, - , - ,"454,240","454,240",,149.9,14.8,9.2, - ,150,119,150,#DIV/0!,#DIV/0!,13,#DIV/0!,#DIV/0!,-1.8,#DIV/0!,#DIV/0!,-0.1,,"1,470"
2025-01-05 3:00,77.07, - , - ,"426,360","426,360",,149.9,14.8,9.2, - ,150,112,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-05 4:00,77.07, - , - ,"435,505","435,505",,149.9,14.8,9.1, - ,150,115,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,464"
2025-01-05 5:00,77.07, - , - ,"447,100","447,100",,149.9,14.8,9.1, - ,150,118,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-05 6:00,77.51, - , - ,"495,680","495,680",,149.9,14.8,9.1, - ,150,130,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-05 7:00,77.51, - , - ,"514,131","514,131",,149.9,14.8,9.2, - ,150,135,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,467"
2025-01-05 8:00,79.21, - , - ,"513,030","513,030",,149.9,14.8,9.1, - ,150,135,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-05 9:00,80.05, - , - ,"534,090","534,090",,149.9,14.8,9, - ,150,140,150,#DIV/0!,#DIV/0!,12.6,#DIV/0!,#DIV/0!,-2.2,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-05 10:00,83.22, - , - ,"532,560","532,560",,149.9,14.8,9.1, - ,150,140,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-05 11:00,83.16, - , - ,"508,440","508,440",,149.9,14.8,9.2, - ,150,134,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-05 12:00,83.16, - , - ,"469,690","469,690",,149.9,14.8,9.1, - ,150,125,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,467"
2025-01-05 13:00,83.59, - , - ,"486,630","486,630",,149.9,14.8,9.2, - ,150,130,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,470"
2025-01-05 14:00,83.59, - , - ,"442,540","442,540",,149.9,14.8,9.2, - ,150,119,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-05 15:00,88.85, - , - ,"480,240","480,240",,149.9,14.8,9.1, - ,150,130,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-05 16:00,87.71, - , - ,"482,840","482,840",,149.9,14.8,9, - ,150,130,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,467"
2025-01-05 17:00,88.96, - , - ,"479,440","479,440",,149.9,14.8,9.1, - ,150,130,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-05 18:00,88.96, - , - ,"476,810","476,810",,149.9,14.8,9, - ,150,129,150,#DIV/0!,#DIV/0!,12.7,#DIV/0!,#DIV/0!,-2.1,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-05 19:00,88.96, - , - ,"523,910","523,910",,149.9,14.8,9.1, - ,150,139,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,469"
2025-01-05 20:00,88.96, - , - ,"512,970","512,970",,149.9,14.8,9.1, - ,150,137,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,466"
2025-01-05 21:00,88.39, - , - ,"489,310","489,310",,149.9,14.8,9.1, - ,150,132,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-05 22:00,88.39, - , - ,"489,280","489,280",,149.9,14.8,9.1, - ,150,132,150,#DIV/0!,#DIV/0!,12.9,#DIV/0!,#DIV/0!,-1.9,#DIV/0!,#DIV/0!,-0.1,,"1,468"
2025-01-05 23:00,88.96, - , - ,"502,120","502,120",,149.9,14.8,9.1, - ,150,134,150,#DIV/0!,#DIV/0!,12.8,#DIV/0!,#DIV/0!,-2,#DIV/0!,#DIV/0!,-0.1,,"1,465"
2025-01-06 0:00,77.42, - , - ,"509,220","509,220",,149.9,14.8,9.2, - ,150,133,150,#DIV/0!,#DIV/0!,13,#DIV/0!,#DIV/0!,-1.8,#DIV/0!,#DIV/0!,-0.1,,"1,465"
